time,temperature_2m_min,temperature_2m_max,precipitation_sum,ville,source
2024-03-08,18.7,25.8,7.4,Antananarivo,open-meteo
2024-03-09,17.2,27.2,17.7,Antananarivo,open-meteo
2024-03-10,15.5,26.2,0.3,Antananarivo,open-meteo
2024-03-11,13.6,26.4,0.2,Antananarivo,open-meteo
2024-03-12,18.0,26.3,2.0,Antananarivo,open-meteo
2024-03-13,16.1,25.3,2.3,Antananarivo,open-meteo
2024-03-14,17.2,27.2,0.0,Antananarivo,open-meteo
2024-03-15,18.3,27.4,0.6,Antananarivo,open-meteo
2024-03-16,17.6,25.6,5.0,Antananarivo,open-meteo
2024-03-17,16.6,26.5,0.4,Antananarivo,open-meteo
2024-03-18,16.2,27.2,0.1,Antananarivo,open-meteo
2024-03-19,16.6,27.2,0.9,Antananarivo,open-meteo
2024-03-20,17.1,25.2,11.0,Antananarivo,open-meteo
2024-03-21,17.1,26.4,16.3,Antananarivo,open-meteo
2024-03-22,17.4,25.2,1.4,Antananarivo,open-meteo
2024-03-23,17.1,24.5,0.5,Antananarivo,open-meteo
2024-03-24,17.3,24.5,1.6,Antananarivo,open-meteo
2024-03-25,16.3,22.8,2.4,Antananarivo,open-meteo
2024-03-26,15.2,21.3,0.0,Antananarivo,open-meteo
2024-03-27,15.9,22.2,0.3,Antananarivo,open-meteo
2024-03-28,16.1,22.8,0.2,Antananarivo,open-meteo
2024-03-29,16.8,26.4,6.5,Antananarivo,open-meteo
2024-03-30,16.7,26.5,1.3,Antananarivo,open-meteo
2024-03-31,15.4,26.3,0.2,Antananarivo,open-meteo
2024-04-01,17.2,25.7,1.1,Antananarivo,open-meteo
2024-04-02,17.2,24.5,4.6,Antananarivo,open-meteo
2024-04-03,16.3,24.8,1.2,Antananarivo,open-meteo
2024-04-04,16.3,24.2,0.2,Antananarivo,open-meteo
2024-04-05,14.8,25.7,0.3,Antananarivo,open-meteo
2024-04-06,17.4,28.4,0.0,Antananarivo,open-meteo
2024-04-07,15.2,28.0,0.0,Antananarivo,open-meteo
2024-04-08,16.9,27.3,0.0,Antananarivo,open-meteo
2024-04-09,16.6,27.5,0.5,Antananarivo,open-meteo
2024-04-10,16.8,27.8,0.4,Antananarivo,open-meteo
2024-04-11,16.6,27.8,0.3,Antananarivo,open-meteo
2024-04-12,15.9,27.7,0.2,Antananarivo,open-meteo
2024-04-13,17.1,26.7,2.4,Antananarivo,open-meteo
2024-04-14,16.9,26.0,15.0,Antananarivo,open-meteo
2024-04-15,17.3,23.2,0.8,Antananarivo,open-meteo
2024-04-16,16.7,23.4,0.1,Antananarivo,open-meteo
2024-04-17,15.0,21.3,0.2,Antananarivo,open-meteo
2024-04-18,13.6,22.2,0.0,Antananarivo,open-meteo
2024-04-19,12.0,23.9,0.1,Antananarivo,open-meteo
2024-04-20,13.7,25.5,0.0,Antananarivo,open-meteo
2024-04-21,12.5,27.5,0.0,Antananarivo,open-meteo
2024-04-22,17.6,27.5,0.3,Antananarivo,open-meteo
2024-04-23,16.9,27.9,0.0,Antananarivo,open-meteo
2024-04-24,16.0,26.7,0.3,Antananarivo,open-meteo
2024-04-25,15.6,25.8,0.2,Antananarivo,open-meteo
2024-04-26,14.3,25.6,0.0,Antananarivo,open-meteo
2024-04-27,15.6,26.5,1.0,Antananarivo,open-meteo
2024-04-28,15.0,24.5,1.4,Antananarivo,open-meteo
2024-04-29,16.2,22.6,0.0,Antananarivo,open-meteo
2024-04-30,15.6,23.4,0.4,Antananarivo,open-meteo
2024-05-01,15.5,21.3,7.6,Antananarivo,open-meteo
2024-05-02,14.1,26.5,0.1,Antananarivo,open-meteo
2024-05-03,14.1,25.4,0.8,Antananarivo,open-meteo
2024-05-04,14.7,24.7,0.0,Antananarivo,open-meteo
2024-05-05,13.1,22.4,0.0,Antananarivo,open-meteo
2024-05-06,13.1,24.0,0.0,Antananarivo,open-meteo
2024-05-07,12.2,22.3,0.0,Antananarivo,open-meteo
2024-05-08,13.3,22.6,0.0,Antananarivo,open-meteo
2024-05-09,13.5,22.6,0.1,Antananarivo,open-meteo
2024-05-10,14.2,22.6,0.0,Antananarivo,open-meteo
2024-05-11,14.3,22.9,0.5,Antananarivo,open-meteo
2024-05-12,14.9,22.7,0.0,Antananarivo,open-meteo
2024-05-13,14.7,24.4,0.0,Antananarivo,open-meteo
2024-05-14,15.1,23.8,0.6,Antananarivo,open-meteo
2024-05-15,13.3,22.7,1.8,Antananarivo,open-meteo
2024-05-16,15.0,22.0,0.2,Antananarivo,open-meteo
2024-05-17,15.5,22.9,0.1,Antananarivo,open-meteo
2024-05-18,15.7,24.9,0.1,Antananarivo,open-meteo
2024-05-19,13.1,23.0,0.0,Antananarivo,open-meteo
2024-05-20,14.5,21.9,0.1,Antananarivo,open-meteo
2024-05-21,10.8,18.8,0.0,Antananarivo,open-meteo
2024-05-22,11.5,18.6,0.4,Antananarivo,open-meteo
2024-05-23,12.6,19.1,0.3,Antananarivo,open-meteo
2024-05-24,12.4,20.5,0.3,Antananarivo,open-meteo
2024-05-25,11.6,21.3,0.0,Antananarivo,open-meteo
2024-05-26,10.6,22.7,0.0,Antananarivo,open-meteo
2024-05-27,11.0,22.7,0.0,Antananarivo,open-meteo
2024-05-28,10.5,21.1,0.3,Antananarivo,open-meteo
2024-05-29,10.1,21.1,0.0,Antananarivo,open-meteo
2024-05-30,11.9,21.4,0.0,Antananarivo,open-meteo
2024-05-31,12.1,20.2,0.0,Antananarivo,open-meteo
2024-06-01,14.0,22.3,0.0,Antananarivo,open-meteo
2024-06-02,14.5,24.8,0.3,Antananarivo,open-meteo
2024-06-03,12.0,24.1,0.0,Antananarivo,open-meteo
2024-06-04,11.3,22.5,0.0,Antananarivo,open-meteo
2024-06-05,12.7,23.5,0.0,Antananarivo,open-meteo
2024-06-06,11.1,22.2,0.1,Antananarivo,open-meteo
2024-06-07,10.8,22.5,0.0,Antananarivo,open-meteo
2024-06-08,11.3,24.3,0.0,Antananarivo,open-meteo
2024-06-09,10.2,21.1,0.1,Antananarivo,open-meteo
2024-06-10,11.3,19.6,0.0,Antananarivo,open-meteo
2024-06-11,11.7,21.0,2.3,Antananarivo,open-meteo
2024-06-12,10.1,21.7,2.3,Antananarivo,open-meteo
2024-06-13,9.7,23.5,0.0,Antananarivo,open-meteo
2024-06-14,12.3,23.5,0.0,Antananarivo,open-meteo
2024-06-15,13.0,23.7,0.0,Antananarivo,open-meteo
2024-06-16,13.7,21.9,0.0,Antananarivo,open-meteo
2024-06-17,14.3,23.5,0.0,Antananarivo,open-meteo
2024-06-18,13.4,21.6,0.3,Antananarivo,open-meteo
2024-06-19,12.7,21.5,0.0,Antananarivo,open-meteo
2024-06-20,9.4,20.9,0.0,Antananarivo,open-meteo
2024-06-21,8.6,20.5,0.0,Antananarivo,open-meteo
2024-06-22,8.9,19.1,0.1,Antananarivo,open-meteo
2024-06-23,11.1,19.0,0.3,Antananarivo,open-meteo
2024-06-24,11.3,19.1,0.1,Antananarivo,open-meteo
2024-06-25,11.7,19.8,0.0,Antananarivo,open-meteo
2024-06-26,10.8,19.9,0.0,Antananarivo,open-meteo
2024-06-27,12.1,18.6,0.2,Antananarivo,open-meteo
2024-06-28,8.9,17.5,0.0,Antananarivo,open-meteo
2024-06-29,7.3,18.5,0.0,Antananarivo,open-meteo
2024-06-30,10.0,20.7,0.0,Antananarivo,open-meteo
2024-07-01,8.7,22.5,0.0,Antananarivo,open-meteo
2024-07-02,7.4,18.7,0.0,Antananarivo,open-meteo
2024-07-03,8.2,19.6,0.0,Antananarivo,open-meteo
2024-07-04,10.8,21.8,0.0,Antananarivo,open-meteo
2024-07-05,11.5,21.3,0.0,Antananarivo,open-meteo
2024-07-06,8.3,21.8,0.0,Antananarivo,open-meteo
2024-07-07,6.8,23.2,0.0,Antananarivo,open-meteo
2024-07-08,9.2,23.2,0.0,Antananarivo,open-meteo
2024-07-09,9.7,24.4,0.0,Antananarivo,open-meteo
2024-07-10,9.5,21.3,0.0,Antananarivo,open-meteo
2024-07-11,8.5,19.7,0.0,Antananarivo,open-meteo
2024-07-12,8.2,18.6,0.2,Antananarivo,open-meteo
2024-07-13,11.1,20.8,0.2,Antananarivo,open-meteo
2024-07-14,10.8,20.4,0.0,Antananarivo,open-meteo
2024-07-15,10.2,20.7,0.0,Antananarivo,open-meteo
2024-07-16,8.5,22.4,0.0,Antananarivo,open-meteo
2024-07-17,8.3,22.8,0.0,Antananarivo,open-meteo
2024-07-18,8.0,22.6,0.0,Antananarivo,open-meteo
2024-07-19,8.0,22.9,0.0,Antananarivo,open-meteo
2024-07-20,7.6,23.5,0.0,Antananarivo,open-meteo
2024-07-21,8.1,23.0,0.0,Antananarivo,open-meteo
2024-07-22,7.3,23.4,0.0,Antananarivo,open-meteo
2024-07-23,13.8,22.8,0.0,Antananarivo,open-meteo
2024-07-24,11.9,21.9,0.1,Antananarivo,open-meteo
2024-07-25,9.8,22.8,0.0,Antananarivo,open-meteo
2024-07-26,8.3,23.1,0.0,Antananarivo,open-meteo
2024-07-27,8.2,23.1,0.0,Antananarivo,open-meteo
2024-07-28,9.9,23.1,0.0,Antananarivo,open-meteo
2024-07-29,9.6,23.1,0.0,Antananarivo,open-meteo
2024-07-30,9.5,23.1,0.0,Antananarivo,open-meteo
2024-07-31,7.2,23.8,0.0,Antananarivo,open-meteo
2024-08-01,7.9,23.3,0.0,Antananarivo,open-meteo
2024-08-02,10.3,21.8,0.0,Antananarivo,open-meteo
2024-08-03,9.5,24.9,0.0,Antananarivo,open-meteo
2024-08-04,7.8,24.9,0.0,Antananarivo,open-meteo
2024-08-05,7.9,24.6,0.0,Antananarivo,open-meteo
2024-08-06,8.6,25.7,0.0,Antananarivo,open-meteo
2024-08-07,10.4,22.8,0.0,Antananarivo,open-meteo
2024-08-08,11.0,22.0,0.0,Antananarivo,open-meteo
2024-08-09,13.0,22.3,0.0,Antananarivo,open-meteo
2024-08-10,9.7,22.2,0.0,Antananarivo,open-meteo
2024-08-11,9.7,21.2,0.1,Antananarivo,open-meteo
2024-08-12,8.8,24.0,0.0,Antananarivo,open-meteo
2024-08-13,10.9,23.7,0.0,Antananarivo,open-meteo
2024-08-14,12.0,20.8,0.3,Antananarivo,open-meteo
2024-08-15,11.5,24.8,0.0,Antananarivo,open-meteo
2024-08-16,10.8,21.7,0.0,Antananarivo,open-meteo
2024-08-17,13.1,18.4,0.2,Antananarivo,open-meteo
2024-08-18,13.4,20.0,0.2,Antananarivo,open-meteo
2024-08-19,10.7,20.1,0.1,Antananarivo,open-meteo
2024-08-20,9.5,20.2,0.0,Antananarivo,open-meteo
2024-08-21,10.3,19.3,0.1,Antananarivo,open-meteo
2024-08-22,11.3,20.6,0.6,Antananarivo,open-meteo
2024-08-23,10.5,24.4,0.0,Antananarivo,open-meteo
2024-08-24,9.6,20.9,0.0,Antananarivo,open-meteo
2024-08-25,9.1,19.1,0.0,Antananarivo,open-meteo
2024-08-26,8.0,19.5,0.0,Antananarivo,open-meteo
2024-08-27,10.1,21.9,0.0,Antananarivo,open-meteo
2024-08-28,9.8,21.1,0.0,Antananarivo,open-meteo
2024-08-29,12.0,21.8,0.0,Antananarivo,open-meteo
2024-08-30,9.8,21.8,0.5,Antananarivo,open-meteo
2024-08-31,12.0,22.1,0.0,Antananarivo,open-meteo
2024-09-01,10.3,22.1,1.2,Antananarivo,open-meteo
2024-09-02,11.1,22.2,0.3,Antananarivo,open-meteo
2024-09-03,13.1,23.2,2.6,Antananarivo,open-meteo
2024-09-04,13.4,21.6,4.4,Antananarivo,open-meteo
2024-09-05,13.5,20.2,13.1,Antananarivo,open-meteo
2024-09-06,12.0,23.6,0.0,Antananarivo,open-meteo
2024-09-07,10.7,25.0,0.0,Antananarivo,open-meteo
2024-09-08,12.1,24.7,0.0,Antananarivo,open-meteo
2024-09-09,9.4,27.9,0.0,Antananarivo,open-meteo
2024-09-10,9.2,27.7,0.0,Antananarivo,open-meteo
2024-09-11,9.7,28.5,0.0,Antananarivo,open-meteo
2024-09-12,11.3,30.2,0.0,Antananarivo,open-meteo
2024-09-13,14.8,25.3,0.0,Antananarivo,open-meteo
2024-09-14,13.1,23.5,0.0,Antananarivo,open-meteo
2024-09-15,12.0,24.7,0.0,Antananarivo,open-meteo
2024-09-16,11.1,25.5,0.0,Antananarivo,open-meteo
2024-09-17,9.7,26.9,0.0,Antananarivo,open-meteo
2024-09-18,9.5,28.4,0.0,Antananarivo,open-meteo
2024-09-19,12.4,29.5,0.0,Antananarivo,open-meteo
2024-09-20,13.1,27.0,0.0,Antananarivo,open-meteo
2024-09-21,10.4,25.6,0.0,Antananarivo,open-meteo
2024-09-22,9.7,29.2,0.0,Antananarivo,open-meteo
2024-09-23,12.2,26.2,0.0,Antananarivo,open-meteo
2024-09-24,13.9,25.8,0.1,Antananarivo,open-meteo
2024-09-25,13.0,24.2,0.0,Antananarivo,open-meteo
2024-09-26,12.4,25.2,0.0,Antananarivo,open-meteo
2024-09-27,12.8,26.6,0.0,Antananarivo,open-meteo
2024-09-28,11.3,29.7,0.0,Antananarivo,open-meteo
2024-09-29,12.6,29.1,0.0,Antananarivo,open-meteo
2024-09-30,12.0,27.7,0.1,Antananarivo,open-meteo
2024-10-01,16.5,28.2,0.2,Antananarivo,open-meteo
2024-10-02,14.7,27.0,0.1,Antananarivo,open-meteo
2024-10-03,13.7,24.8,0.8,Antananarivo,open-meteo
2024-10-04,11.1,20.9,0.0,Antananarivo,open-meteo
2024-10-05,9.4,21.3,0.0,Antananarivo,open-meteo
2024-10-06,10.6,25.4,0.0,Antananarivo,open-meteo
2024-10-07,13.4,26.4,0.0,Antananarivo,open-meteo
2024-10-08,13.0,27.1,0.0,Antananarivo,open-meteo
2024-10-09,12.6,26.1,0.0,Antananarivo,open-meteo
2024-10-10,11.6,24.7,0.0,Antananarivo,open-meteo
2024-10-11,11.5,22.5,0.0,Antananarivo,open-meteo
2024-10-12,12.4,25.3,0.0,Antananarivo,open-meteo
2024-10-13,11.5,23.3,0.0,Antananarivo,open-meteo
2024-10-14,9.7,24.8,0.0,Antananarivo,open-meteo
2024-10-15,11.9,28.0,0.0,Antananarivo,open-meteo
2024-10-16,13.8,29.1,0.0,Antananarivo,open-meteo
2024-10-17,13.9,29.2,0.0,Antananarivo,open-meteo
2024-10-18,15.5,27.2,2.8,Antananarivo,open-meteo
2024-10-19,15.8,27.6,2.2,Antananarivo,open-meteo
2024-10-20,15.1,26.9,0.9,Antananarivo,open-meteo
2024-10-21,15.1,25.9,0.4,Antananarivo,open-meteo
2024-10-22,13.1,24.6,0.0,Antananarivo,open-meteo
2024-10-23,13.5,23.8,0.0,Antananarivo,open-meteo
2024-10-24,14.8,25.3,0.2,Antananarivo,open-meteo
2024-10-25,11.8,28.6,0.0,Antananarivo,open-meteo
2024-10-26,14.7,30.2,0.0,Antananarivo,open-meteo
2024-10-27,14.9,29.8,0.0,Antananarivo,open-meteo
2024-10-28,17.1,29.4,1.1,Antananarivo,open-meteo
2024-10-29,15.6,29.6,0.0,Antananarivo,open-meteo
2024-10-30,13.5,28.8,0.0,Antananarivo,open-meteo
2024-10-31,14.9,29.9,0.0,Antananarivo,open-meteo
2024-11-01,14.9,30.5,0.0,Antananarivo,open-meteo
2024-11-02,17.4,31.1,0.2,Antananarivo,open-meteo
2024-11-03,15.7,29.7,0.0,Antananarivo,open-meteo
2024-11-04,14.6,29.7,0.0,Antananarivo,open-meteo
2024-11-05,17.9,29.6,0.6,Antananarivo,open-meteo
2024-11-06,17.1,29.1,0.0,Antananarivo,open-meteo
2024-11-07,14.1,27.9,0.0,Antananarivo,open-meteo
2024-11-08,14.7,28.7,0.0,Antananarivo,open-meteo
2024-11-09,13.4,31.1,0.0,Antananarivo,open-meteo
2024-11-10,16.2,31.4,0.0,Antananarivo,open-meteo
2024-11-11,17.1,29.6,0.5,Antananarivo,open-meteo
2024-11-12,16.8,30.1,0.0,Antananarivo,open-meteo
2024-11-13,15.4,29.7,0.0,Antananarivo,open-meteo
2024-11-14,14.8,32.6,0.0,Antananarivo,open-meteo
2024-11-15,14.5,30.0,0.0,Antananarivo,open-meteo
2024-11-16,15.0,30.7,0.0,Antananarivo,open-meteo
2024-11-17,16.6,30.3,0.0,Antananarivo,open-meteo
2024-11-18,17.9,30.3,0.0,Antananarivo,open-meteo
2024-11-19,15.9,29.4,0.1,Antananarivo,open-meteo
2024-11-20,15.1,28.2,0.2,Antananarivo,open-meteo
2024-11-21,14.5,29.9,0.0,Antananarivo,open-meteo
2024-11-22,18.0,31.3,3.9,Antananarivo,open-meteo
2024-11-23,17.6,28.9,9.8,Antananarivo,open-meteo
2024-11-24,17.1,28.4,18.7,Antananarivo,open-meteo
2024-11-25,17.7,27.3,0.3,Antananarivo,open-meteo
2024-11-26,16.5,26.7,0.6,Antananarivo,open-meteo
2024-11-27,16.1,27.0,0.0,Antananarivo,open-meteo
2024-11-28,16.9,28.3,2.2,Antananarivo,open-meteo
2024-11-29,17.5,27.3,19.4,Antananarivo,open-meteo
2024-11-30,16.9,24.8,30.6,Antananarivo,open-meteo
2024-12-01,16.8,22.4,7.8,Antananarivo,open-meteo
2024-12-02,16.8,25.5,13.6,Antananarivo,open-meteo
2024-12-03,16.6,26.5,17.1,Antananarivo,open-meteo
2024-12-04,17.4,25.7,8.8,Antananarivo,open-meteo
2024-12-05,16.8,26.6,0.1,Antananarivo,open-meteo
2024-12-06,17.0,26.6,0.0,Antananarivo,open-meteo
2024-12-07,15.4,26.7,0.0,Antananarivo,open-meteo
2024-12-08,15.8,29.6,0.0,Antananarivo,open-meteo
2024-12-09,15.4,28.0,0.0,Antananarivo,open-meteo
2024-12-10,16.5,26.5,0.2,Antananarivo,open-meteo
2024-12-11,15.6,26.9,0.1,Antananarivo,open-meteo
2024-12-12,14.9,27.7,0.3,Antananarivo,open-meteo
2024-12-13,17.2,27.1,0.2,Antananarivo,open-meteo
2024-12-14,15.7,30.0,0.0,Antananarivo,open-meteo
2024-12-15,17.0,29.3,0.1,Antananarivo,open-meteo
2024-12-16,15.9,28.2,0.0,Antananarivo,open-meteo
2024-12-17,14.0,29.2,0.0,Antananarivo,open-meteo
2024-12-18,16.5,29.3,0.0,Antananarivo,open-meteo
2024-12-19,16.1,31.0,0.0,Antananarivo,open-meteo
2024-12-20,15.8,33.3,0.0,Antananarivo,open-meteo
2024-12-21,18.2,30.9,0.0,Antananarivo,open-meteo
2024-12-22,17.9,29.4,0.1,Antananarivo,open-meteo
2024-12-23,16.7,30.5,0.0,Antananarivo,open-meteo
2024-12-24,16.8,31.9,0.9,Antananarivo,open-meteo
2024-12-25,18.9,30.7,0.6,Antananarivo,open-meteo
2024-12-26,17.4,29.8,0.2,Antananarivo,open-meteo
2024-12-27,17.8,29.3,12.3,Antananarivo,open-meteo
2024-12-28,17.4,23.9,8.8,Antananarivo,open-meteo
2024-12-29,17.1,25.9,22.4,Antananarivo,open-meteo
2024-12-30,16.9,24.2,29.3,Antananarivo,open-meteo
2024-12-31,16.6,25.3,6.6,Antananarivo,open-meteo
2025-01-01,17.0,26.8,1.0,Antananarivo,open-meteo
2025-01-02,16.9,28.4,0.0,Antananarivo,open-meteo
2025-01-03,15.0,27.5,0.3,Antananarivo,open-meteo
2025-01-04,16.0,26.5,0.0,Antananarivo,open-meteo
2025-01-05,15.5,27.6,0.0,Antananarivo,open-meteo
2025-01-06,16.0,28.3,0.0,Antananarivo,open-meteo
2025-01-07,15.4,26.7,5.3,Antananarivo,open-meteo
2025-01-08,17.1,27.8,0.1,Antananarivo,open-meteo
2025-01-09,17.3,28.8,0.0,Antananarivo,open-meteo
2025-01-10,17.5,30.0,0.0,Antananarivo,open-meteo
2025-01-11,16.1,27.3,2.9,Antananarivo,open-meteo
2025-01-12,16.9,23.5,20.3,Antananarivo,open-meteo
2025-01-13,17.0,24.6,34.6,Antananarivo,open-meteo
2025-01-14,18.0,24.2,12.4,Antananarivo,open-meteo
2025-01-15,17.3,27.5,0.0,Antananarivo,open-meteo
2025-01-16,17.0,27.7,10.1,Antananarivo,open-meteo
2025-01-17,17.0,28.3,0.0,Antananarivo,open-meteo
2025-01-18,17.2,28.7,0.0,Antananarivo,open-meteo
2025-01-19,17.3,28.5,1.6,Antananarivo,open-meteo
2025-01-20,16.7,27.8,1.4,Antananarivo,open-meteo
2025-01-21,17.4,26.8,1.5,Antananarivo,open-meteo
2025-01-22,17.7,26.6,24.7,Antananarivo,open-meteo
2025-01-23,17.3,26.1,17.7,Antananarivo,open-meteo
2025-01-24,17.3,25.6,35.3,Antananarivo,open-meteo
2025-01-25,17.1,26.9,12.7,Antananarivo,open-meteo
2025-01-26,18.0,26.9,7.4,Antananarivo,open-meteo
2025-01-27,17.4,27.9,0.5,Antananarivo,open-meteo
2025-01-28,18.8,27.9,4.3,Antananarivo,open-meteo
2025-01-29,18.7,28.0,1.0,Antananarivo,open-meteo
2025-01-30,18.3,28.0,0.2,Antananarivo,open-meteo
2025-01-31,18.2,28.0,3.7,Antananarivo,open-meteo
2025-02-01,17.4,28.8,21.4,Antananarivo,open-meteo
2025-02-02,18.2,28.2,2.1,Antananarivo,open-meteo
2025-02-03,18.2,27.6,13.9,Antananarivo,open-meteo
2025-02-04,15.9,21.2,67.1,Antananarivo,open-meteo
2025-02-05,16.4,25.9,14.7,Antananarivo,open-meteo
2025-02-06,17.3,26.0,3.1,Antananarivo,open-meteo
2025-02-07,17.0,27.5,9.6,Antananarivo,open-meteo
2025-02-08,17.3,27.2,1.2,Antananarivo,open-meteo
2025-02-09,17.6,27.5,1.8,Antananarivo,open-meteo
2025-02-10,17.2,28.0,10.4,Antananarivo,open-meteo
2025-02-11,18.1,27.9,4.1,Antananarivo,open-meteo
2025-02-12,17.9,27.7,17.6,Antananarivo,open-meteo
2025-02-13,17.7,26.7,29.1,Antananarivo,open-meteo
2025-02-14,18.3,26.3,7.4,Antananarivo,open-meteo
2025-02-15,18.3,25.9,7.7,Antananarivo,open-meteo
2025-02-16,18.2,25.7,21.3,Antananarivo,open-meteo
2025-02-17,18.1,25.5,12.8,Antananarivo,open-meteo
2025-02-18,18.2,25.1,29.0,Antananarivo,open-meteo
2025-02-19,17.7,24.0,46.4,Antananarivo,open-meteo
2025-02-20,18.2,26.7,17.7,Antananarivo,open-meteo
2025-02-21,17.8,24.2,25.3,Antananarivo,open-meteo
2025-02-22,17.6,25.3,49.6,Antananarivo,open-meteo
2025-02-23,17.7,25.8,17.9,Antananarivo,open-meteo
2025-02-24,16.8,26.3,0.8,Antananarivo,open-meteo
2025-02-25,17.1,26.3,0.1,Antananarivo,open-meteo
2025-02-26,16.6,26.6,0.3,Antananarivo,open-meteo
2025-02-27,18.0,26.3,0.8,Antananarivo,open-meteo
2025-02-28,18.3,23.3,12.5,Antananarivo,open-meteo
2025-03-01,18.3,26.2,0.9,Antananarivo,open-meteo
2025-03-02,16.6,26.7,0.0,Antananarivo,open-meteo
2025-03-03,16.4,27.9,0.2,Antananarivo,open-meteo
2025-03-04,16.2,27.8,0.3,Antananarivo,open-meteo
2025-03-05,16.8,28.4,0.0,Antananarivo,open-meteo
2025-03-06,15.8,27.3,0.0,Antananarivo,open-meteo
2025-03-07,15.3,26.1,0.4,Antananarivo,open-meteo
2025-03-08,17.8,23.2,2.1,Antananarivo,open-meteo
2025-03-09,18.3,23.3,3.4,Antananarivo,open-meteo
2025-03-10,17.5,25.2,3.5,Antananarivo,open-meteo
2025-03-11,16.0,26.5,0.6,Antananarivo,open-meteo
2025-03-12,16.6,25.7,7.6,Antananarivo,open-meteo
2025-03-13,17.0,27.2,18.5,Antananarivo,open-meteo
2025-03-14,17.5,26.6,2.2,Antananarivo,open-meteo
2025-03-15,17.6,24.9,0.9,Antananarivo,open-meteo
2025-03-16,17.5,26.7,2.6,Antananarivo,open-meteo
2025-03-17,17.1,25.2,0.3,Antananarivo,open-meteo
2025-03-18,15.4,22.3,0.0,Antananarivo,open-meteo
2025-03-19,14.4,23.0,0.0,Antananarivo,open-meteo
2025-03-20,15.4,24.1,0.6,Antananarivo,open-meteo
2025-03-21,16.2,25.7,8.1,Antananarivo,open-meteo
2025-03-22,16.2,26.8,17.7,Antananarivo,open-meteo
2025-03-23,15.9,26.4,12.9,Antananarivo,open-meteo
2025-03-24,15.6,25.8,2.5,Antananarivo,open-meteo
2025-03-25,16.3,25.0,2.6,Antananarivo,open-meteo
2025-03-26,16.4,25.9,1.7,Antananarivo,open-meteo
2025-03-27,16.6,26.1,0.0,Antananarivo,open-meteo
2025-03-28,15.7,25.3,0.0,Antananarivo,open-meteo
2025-03-29,14.2,24.2,0.1,Antananarivo,open-meteo
2025-03-30,14.6,23.3,0.7,Antananarivo,open-meteo
2025-03-31,17.5,24.2,0.3,Antananarivo,open-meteo
2025-04-01,17.6,24.2,1.2,Antananarivo,open-meteo
2025-04-02,16.8,25.4,0.0,Antananarivo,open-meteo
2025-04-03,15.3,27.4,0.0,Antananarivo,open-meteo
2025-04-04,14.3,25.3,0.0,Antananarivo,open-meteo
2025-04-05,16.3,25.2,0.9,Antananarivo,open-meteo
2025-04-06,15.5,25.1,0.0,Antananarivo,open-meteo
2025-04-07,15.4,24.7,0.3,Antananarivo,open-meteo
2025-04-08,14.9,26.3,0.0,Antananarivo,open-meteo
2025-04-09,16.4,26.5,2.0,Antananarivo,open-meteo
2025-04-10,15.9,26.7,12.4,Antananarivo,open-meteo
2025-04-11,15.9,26.1,9.4,Antananarivo,open-meteo
2025-04-12,16.3,25.7,0.0,Antananarivo,open-meteo
2025-04-13,16.5,25.1,2.7,Antananarivo,open-meteo
2025-04-14,17.7,25.8,0.4,Antananarivo,open-meteo
2025-04-15,18.0,25.9,2.1,Antananarivo,open-meteo
2025-04-16,16.6,25.3,0.0,Antananarivo,open-meteo
2025-04-17,15.1,25.3,0.1,Antananarivo,open-meteo
2025-04-18,16.8,26.7,0.0,Antananarivo,open-meteo
2025-04-19,16.5,26.7,0.0,Antananarivo,open-meteo
2025-04-20,16.8,26.6,1.5,Antananarivo,open-meteo
2025-04-21,16.3,27.1,7.8,Antananarivo,open-meteo
2025-04-22,15.9,26.2,7.7,Antananarivo,open-meteo
2025-04-23,16.7,27.1,0.6,Antananarivo,open-meteo
2025-04-24,17.2,26.1,0.2,Antananarivo,open-meteo
2025-04-25,15.3,25.5,0.0,Antananarivo,open-meteo
2025-04-26,16.7,25.6,0.0,Antananarivo,open-meteo
2025-04-27,15.2,24.7,1.0,Antananarivo,open-meteo
2025-04-28,15.3,25.0,3.0,Antananarivo,open-meteo
2025-04-29,17.0,23.6,0.5,Antananarivo,open-meteo
2025-04-30,16.7,22.4,0.7,Antananarivo,open-meteo
2025-05-01,17.2,23.0,1.9,Antananarivo,open-meteo
2025-05-02,16.9,24.6,0.7,Antananarivo,open-meteo
2025-05-03,16.4,26.0,0.2,Antananarivo,open-meteo
2025-05-04,16.4,26.0,5.5,Antananarivo,open-meteo
2025-05-05,15.5,23.8,1.7,Antananarivo,open-meteo
2025-05-06,14.0,19.2,1.6,Antananarivo,open-meteo
2025-05-07,14.4,21.0,0.0,Antananarivo,open-meteo
2025-05-08,13.8,22.7,0.1,Antananarivo,open-meteo
2025-05-09,16.0,23.5,3.8,Antananarivo,open-meteo
2025-05-10,16.2,23.3,2.6,Antananarivo,open-meteo
2025-05-11,15.5,23.9,0.9,Antananarivo,open-meteo
2025-05-12,16.2,24.6,4.1,Antananarivo,open-meteo
2025-05-13,14.6,22.8,0.0,Antananarivo,open-meteo
2025-05-14,14.7,22.3,0.2,Antananarivo,open-meteo
2025-05-15,15.1,20.5,0.1,Antananarivo,open-meteo
2025-05-16,14.0,21.7,0.1,Antananarivo,open-meteo
2025-05-17,14.8,22.8,0.4,Antananarivo,open-meteo
